"X","name","subtype","length","country","continent","subcluster"
1482,"B.US.2011.PID6A-P11-P3.OQ952323","B",9200,"UNITED STATES","AMERICA",2
1628,"B.US.2011.PID6A-P12-B14.OQ948734","B",9131,"UNITED STATES","AMERICA",2
1734,"B.US.2011.PID6A-P15-E10.OQ952219","B",9116,"UNITED STATES","AMERICA",2
1480,"B.US.2011.PID6A-P9-A23-R.OQ952224","B",9202,"UNITED STATES","AMERICA",2
1825,"B.US.2011.PID7A-P11-G21.OQ948767","B",9105,"UNITED STATES","AMERICA",2
1505,"B.US.2011.PID7A-P6-A9-R.OQ952981","B",9185,"UNITED STATES","AMERICA",2
1299,"B.US.2011.PID7A-P7-H1-R.OQ952917","B",9439,"UNITED STATES","AMERICA",2
1592,"B.US.2011.PID7A-P8-H24-R.OQ948781","B",9143,"UNITED STATES","AMERICA",2
1413,"B.US.2011.PID9A-P14-K14.OQ948804","B",9264,"UNITED STATES","AMERICA",2
1569,"B.US.2011.PID9A-P4-C14.OQ948805","B",9153,"UNITED STATES","AMERICA",2
1686,"B.US.2011.PID9A-P5-F11.OQ948807","B",9123,"UNITED STATES","AMERICA",2
1775,"B.US.2011.PID9A-P9-N6.OQ948809","B",9111,"UNITED STATES","AMERICA",2
1165,"B.US.2011.PT1-M26-13-AMBI-SAG.MN692145","B",9689,"UNITED STATES","AMERICA",2
1328,"B.US.2011.VC3-14.KF384812","B",9410,"UNITED STATES","AMERICA",2
1361,"B.US.2011.VC5-3.KF384813","B",9361,"UNITED STATES","AMERICA",2
1322,"B.US.2011.VC6-2.KF384814","B",9417,"UNITED STATES","AMERICA",2
1777,"B.US.2012.N8261_FL_CON.KU901976","B",9110,"UNITED STATES","AMERICA",2
1412,"B.US.2012.PID1SB-P10-M20.OQ949114","B",9265,"UNITED STATES","AMERICA",2
1619,"B.US.2012.PID1SB-P10-P7-R.OQ948516","B",9133,"UNITED STATES","AMERICA",2
1724,"B.US.2012.PID1SB-P6-O13.OQ948518","B",9118,"UNITED STATES","AMERICA",2
1531,"B.US.2012.PID1SB-P8-I23.OQ948519","B",9170,"UNITED STATES","AMERICA",2
1399,"B.US.2012.PID1SB-P9-F6.OQ948998","B",9278,"UNITED STATES","AMERICA",2
1722,"B.US.2012.PID1SB-Pl2-G4.OQ949117","B",9119,"UNITED STATES","AMERICA",2
1888,"B.US.2012.PID1SB-Pl2-H5.OQ949118","B",9100,"UNITED STATES","AMERICA",2
1685,"B.US.2012.PID1SB-Pl2-K19.OQ949119","B",9123,"UNITED STATES","AMERICA",2
1941,"B.US.2012.PID1SB-Pl3-G3.OQ949120","B",9096,"UNITED STATES","AMERICA",2
1887,"B.US.2012.PID1SB-Pl3-P22.OQ949123","B",9100,"UNITED STATES","AMERICA",2
1886,"B.US.2012.PID1SB-Pl4-G1.OQ949125","B",9100,"UNITED STATES","AMERICA",2
1743,"B.US.2012.PID1SB-Pl4-J16.OQ948523","B",9115,"UNITED STATES","AMERICA",2
1708,"B.US.2012.PID1SB-Pl4-K15.OQ949126","B",9121,"UNITED STATES","AMERICA",2
1339,"B.US.2012.PID3B-P8-D2.OQ951099","B",9379,"UNITED STATES","AMERICA",2
1890,"B.US.2012.PID3B-P9-E14.OQ948652","B",9100,"UNITED STATES","AMERICA",2
1582,"B.US.2012.PID3FB-Pl2-L4.OQ948674","B",9147,"UNITED STATES","AMERICA",2
1475,"B.US.2012.PID3FB-Pl3-P4.OQ951226","B",9204,"UNITED STATES","AMERICA",2
1577,"B.US.2012.PID4B-P12-L13.OQ951514","B",9149,"UNITED STATES","AMERICA",2
1607,"B.US.2012.PID4B-P15-F24.OQ951448","B",9137,"UNITED STATES","AMERICA",2
1832,"B.US.2012.PID4B-P1-P16-R.OQ951512","B",9104,"UNITED STATES","AMERICA",2
1543,"B.US.2012.PID4B-P2-F10.OQ948702","B",9165,"UNITED STATES","AMERICA",2
1510,"B.US.2012.PID4B-P6-O6.OQ951456","B",9182,"UNITED STATES","AMERICA",2
1443,"B.US.2012.PID6B-P15-C15.OQ948748","B",9225,"UNITED STATES","AMERICA",2
1771,"B.US.2012.PID6B-P4-G4.OQ952357","B",9112,"UNITED STATES","AMERICA",2
1836,"B.US.2012.PID6B-P7-E16.OQ948751","B",9104,"UNITED STATES","AMERICA",2
1566,"B.US.2012.PID7B-P3-P15.OQ948789","B",9154,"UNITED STATES","AMERICA",2
1921,"B.US.2012.PID7B-P4-G17.OQ953009","B",9098,"UNITED STATES","AMERICA",2
1669,"B.US.2012.PID7B-P4-J12.OQ948790","B",9124,"UNITED STATES","AMERICA",2
1985,"B.US.2012.T8250_FL_CON.KU901997","B",9093,"UNITED STATES","AMERICA",2
1927,"B.US.2013.439_133_F_11VT.MH897918","B",9097,"UNITED STATES","AMERICA",2
1032,"B.US.2013.ARC-1A.MK214316","B",9774,"UNITED STATES","AMERICA",2
1233,"B.US.2013.G4_RV_1.KT284371","B",9624,"UNITED STATES","AMERICA",2
1240,"B.US.2013.G4_RV_1.KT284373","B",9615,"UNITED STATES","AMERICA",2
1256,"B.US.2013.G4_RV_11.KT284376","B",9579,"UNITED STATES","AMERICA",2
1230,"B.US.2013.G4_RV_11.KT284378","B",9624,"UNITED STATES","AMERICA",2
1231,"B.US.2013.G4_RV_11A.KT284375","B",9624,"UNITED STATES","AMERICA",2
1239,"B.US.2013.G4_RV_11C.KT284377","B",9615,"UNITED STATES","AMERICA",2
1257,"B.US.2013.G4_RV_1A.KT284372","B",9579,"UNITED STATES","AMERICA",2
1232,"B.US.2013.G4_RV_1C.KT284374","B",9624,"UNITED STATES","AMERICA",2
1586,"B.US.2013.PID8B-P4-K24-R.OQ953239","B",9144,"UNITED STATES","AMERICA",2
1875,"B.US.2013.PID9B-P16-O16.OQ948811","B",9101,"UNITED STATES","AMERICA",2
1460,"B.US.2013.PID9B-P18-H19.OQ948812","B",9213,"UNITED STATES","AMERICA",2
1668,"B.US.2013.PID9B-P7-H12.OQ948817","B",9124,"UNITED STATES","AMERICA",2
1698,"B.US.2013.PID9B-P8-H3.OQ948819","B",9122,"UNITED STATES","AMERICA",2
1991,"B.US.2013.PID9B-P9-K16.OQ948820","B",9093,"UNITED STATES","AMERICA",2
1149,"B.US.2014.C_03_87.MZ868491","B",9697,"UNITED STATES","AMERICA",2
1002,"B.US.2014.C_03_HFH_87.MZ868428","B",10131,"UNITED STATES","AMERICA",2
1247,"B.US.2014.DEMB14US030.KY658693","B",9600,"UNITED STATES","AMERICA",2
1211,"B.US.2014.F_07_101.MZ868492","B",9649,"UNITED STATES","AMERICA",2
1259,"B.US.2014.F_07_62.MZ868493","B",9577,"UNITED STATES","AMERICA",2
1241,"B.US.2014.F_07_75.MZ868454","B",9611,"UNITED STATES","AMERICA",2
1243,"B.US.2014.F_07_88.MZ868458","B",9610,"UNITED STATES","AMERICA",2
1258,"B.US.2014.F_07_9.MZ868494","B",9577,"UNITED STATES","AMERICA",2
1103,"B.US.2014.F_07_HFH_101.MZ868460","B",9720,"UNITED STATES","AMERICA",2
1177,"B.US.2014.K_01_27.MZ868467","B",9680,"UNITED STATES","AMERICA",2
1200,"B.US.2014.K_01_40.MZ868471","B",9664,"UNITED STATES","AMERICA",2
1228,"B.US.2014.K_01_8.MZ868474","B",9629,"UNITED STATES","AMERICA",2
1723,"B.US.2014.PID1SC-P10-A4.OQ948526","B",9119,"UNITED STATES","AMERICA",2
1940,"B.US.2014.PID1SC-P10-F10.OQ949127","B",9096,"UNITED STATES","AMERICA",2
1833,"B.US.2014.PID1SC-P7-B1.OQ949130","B",9104,"UNITED STATES","AMERICA",2
1453,"B.US.2014.PID1SC-P7-C22.OQ948528","B",9218,"UNITED STATES","AMERICA",2
1905,"B.US.2014.PID1SC-P8-M5.OQ949066","B",9099,"UNITED STATES","AMERICA",2
1600,"B.US.2014.PID1SC-Pl1-K2.OQ948532","B",9140,"UNITED STATES","AMERICA",2
1948,"B.US.2014.PID1SC-Pl1-P16.OQ949134","B",9095,"UNITED STATES","AMERICA",2
1974,"B.US.2014.PID1SC-Pl2-K7.OQ949072","B",9094,"UNITED STATES","AMERICA",2
1804,"B.US.2014.PID1SC-Pl3-B8.OQ948534","B",9108,"UNITED STATES","AMERICA",2
1925,"B.US.2014.PID1SC-Pl4-G4.OQ948536","B",9098,"UNITED STATES","AMERICA",2
1923,"B.US.2014.PID1SC-Pl4-L23.OQ949136","B",9098,"UNITED STATES","AMERICA",2
1521,"B.US.2014.PID2RC-P10-N5.OQ950388","B",9175,"UNITED STATES","AMERICA",2
1618,"B.US.2014.PID2RC-P7-L19.OQ950391","B",9133,"UNITED STATES","AMERICA",2
1499,"B.US.2014.PID2RC-P8-A1.OQ950393","B",9188,"UNITED STATES","AMERICA",2
1384,"B.US.2014.PID2RC-P8-L16.OQ950307","B",9310,"UNITED STATES","AMERICA",2
1670,"B.US.2014.PID2RC-P8-L9.OQ948622","B",9124,"UNITED STATES","AMERICA",2
1873,"B.US.2014.PID2RC-P9-F9.OQ950395","B",9101,"UNITED STATES","AMERICA",2
1587,"B.US.2014.PID2RC-P9-P7.OQ948623","B",9144,"UNITED STATES","AMERICA",2
1731,"B.US.2014.PID4C-P2-L15-R.OQ951549","B",9117,"UNITED STATES","AMERICA",2
1595,"B.US.2014.PID4C-P3-I11-R.OQ951551","B",9141,"UNITED STATES","AMERICA",2
1976,"B.US.2014.PID4C-P4-L1-R.OQ948707","B",9094,"UNITED STATES","AMERICA",2
1638,"B.US.2014.PID5C-P1-H23.OQ951679","B",9129,"UNITED STATES","AMERICA",2
1975,"B.US.2014.PID5C-P5-K14.OQ948728","B",9094,"UNITED STATES","AMERICA",2
1876,"B.US.2014.PID6C-P12-M14.OQ948754","B",9101,"UNITED STATES","AMERICA",2
1826,"B.US.2014.PID6C-P7-B13.OQ948757","B",9105,"UNITED STATES","AMERICA",2
1559,"B.US.2014.PID7C-P1-E10.OQ948792","B",9157,"UNITED STATES","AMERICA",2
1889,"B.US.2014.PID7C-P1-L4.OQ948793","B",9100,"UNITED STATES","AMERICA",2
1515,"B.US.2014.PID7C-P5-F7.OQ948795","B",9180,"UNITED STATES","AMERICA",2
1207,"B.US.2014.R_09_22.MZ868495","B",9654,"UNITED STATES","AMERICA",2
1098,"B.US.2014.R_09_HFH_22.MZ868487","B",9723,"UNITED STATES","AMERICA",2
1041,"B.US.2015.C02.02_20181218CADHFH_MATR3.MT744340","B",9761,"UNITED STATES","AMERICA",2
1039,"B.US.2015.C03.02_20181029CADHFH_ZNF268.MT744356","B",9767,"UNITED STATES","AMERICA",2
1062,"B.US.2015.F07.02_20190325CADHFH_ZNF721.MT745572","B",9746,"UNITED STATES","AMERICA",2
1097,"B.US.2015.R09.01_20190805CADHFH_ABCA11P.MT745575","B",9723,"UNITED STATES","AMERICA",2
1096,"B.US.2015.R09.02_20190805CADHFH_ABCA11P.MT745577","B",9723,"UNITED STATES","AMERICA",2
1632,"B.US.2016.5104_-2_1_E16.MT190873","B",9130,"UNITED STATES","AMERICA",2
1740,"B.US.2016.5104_-2_1_L4.MT190888","B",9115,"UNITED STATES","AMERICA",2
1602,"B.US.2016.5104_-2_2_F2.MT190905","B",9139,"UNITED STATES","AMERICA",2
1660,"B.US.2016.5104_-2_2_I21.MT190914","B",9125,"UNITED STATES","AMERICA",2
1441,"B.US.2016.5104_CMV_NEG_F21.MT189325","B",9227,"UNITED STATES","AMERICA",2
1597,"B.US.2016.5104_MOGPl2_C4.MT190805","B",9140,"UNITED STATES","AMERICA",2
1971,"B.US.2016.5104_SEB_AIM_E15.MT190825","B",9094,"UNITED STATES","AMERICA",2
1849,"B.US.2016.5104_SEB_AIM_E3.MT190832","B",9103,"UNITED STATES","AMERICA",2
1781,"B.US.2016.5104_SEB_NEGPl1_K11.MT190859","B",9110,"UNITED STATES","AMERICA",2
1593,"B.US.2016.5104_SEB_NEGPl1_K15.MT190860","B",9141,"UNITED STATES","AMERICA",2
1666,"B.US.2016.5106_-2_pl1_H6.MT190995","B",9124,"UNITED STATES","AMERICA",2
1884,"B.US.2016.5106_-2_pl1_N16.MT190996","B",9100,"UNITED STATES","AMERICA",2
1848,"B.US.2016.5106_-2_pl1_O8.MT190998","B",9103,"UNITED STATES","AMERICA",2
1829,"B.US.2016.5106_-2_pl2_M18.MT191000","B",9104,"UNITED STATES","AMERICA",2
1847,"B.US.2016.5106_-2_pl2_M8.MT191001","B",9103,"UNITED STATES","AMERICA",2
1800,"B.US.2016.5106_-2_pl3_E13.MT191003","B",9108,"UNITED STATES","AMERICA",2
1733,"B.US.2016.5106_-2_pl5_B21.MT191007","B",9116,"UNITED STATES","AMERICA",2
1846,"B.US.2016.5106_-2_pl5_G20.MT191006","B",9103,"UNITED STATES","AMERICA",2
1845,"B.US.2016.5106_-2_pl5_O9.MT191008","B",9103,"UNITED STATES","AMERICA",2
1897,"B.US.2016.5106_GAG_NEG_B5.MT190989","B",9099,"UNITED STATES","AMERICA",2
1789,"B.US.2016.5106_GAG_NEG_C9.MT190990","B",9109,"UNITED STATES","AMERICA",2
1856,"B.US.2016.5106_GAG_NEG_G6.MT190991","B",9102,"UNITED STATES","AMERICA",2
1885,"B.US.2016.5106_MOGPl3_C5.MT190992","B",9100,"UNITED STATES","AMERICA",2
1806,"B.US.2016.5106_MOGPl4_D4.MT190994","B",9107,"UNITED STATES","AMERICA",2
1739,"B.US.2016.605_CMV_AIM_E9.MT191020","B",9115,"UNITED STATES","AMERICA",2
1578,"B.US.2016.9241_-2_pl3_N6.MT191077","B",9148,"UNITED STATES","AMERICA",2
1872,"B.US.2016.9241_-2_pl5_O6.MT191083","B",9101,"UNITED STATES","AMERICA",2
1790,"B.US.2016.9241_GAG_CD69_C1.MT190269","B",9109,"UNITED STATES","AMERICA",2
1780,"B.US.2016.9241_MOGPl11p_A6.MT191098","B",9110,"UNITED STATES","AMERICA",2
1493,"B.US.2016.9241_MOGPl3_A22.MT190292","B",9193,"UNITED STATES","AMERICA",2
1327,"B.US.2016.9241_W0_3E23_S16.MK114705","B",9411,"UNITED STATES","AMERICA",2
1831,"B.US.2016.9242_-2_3_E15.MW063036","B",9104,"UNITED STATES","AMERICA",2
1945,"B.US.2016.9242_-2_6_J4.MW060716","B",9095,"UNITED STATES","AMERICA",2
1792,"B.US.2016.9242_-2_8_N1.MW063046","B",9109,"UNITED STATES","AMERICA",2
1765,"B.US.2016.9242_W12_15G16_S90.MK114926","B",9113,"UNITED STATES","AMERICA",2
1563,"B.US.2016.9242_W12_8E20_S56.MK114983","B",9154,"UNITED STATES","AMERICA",2
1483,"B.US.2016.9243_W0_14O18_S91.MK115020","B",9198,"UNITED STATES","AMERICA",2
1653,"B.US.2016.9243_W0_23A5_S33.MK115030","B",9126,"UNITED STATES","AMERICA",2
1882,"B.US.2016.9243_W0_3F2_S7.MK115047","B",9100,"UNITED STATES","AMERICA",2
1457,"B.US.2016.9243_W0_8F7_S16.MK115065","B",9214,"UNITED STATES","AMERICA",2
1508,"B.US.2016.9243_W0_8M10_S37.MK115066","B",9182,"UNITED STATES","AMERICA",2
1516,"B.US.2016.9243_W12_12K22_S55.MK115083","B",9179,"UNITED STATES","AMERICA",2
1541,"B.US.2016.9243_W12_13J22_S59.MK115088","B",9165,"UNITED STATES","AMERICA",2
1854,"B.US.2016.9243_W12_30B12_S35.MK115103","B",9102,"UNITED STATES","AMERICA",2
1859,"B.US.2016.9244_-2_4_O14.MW063048","B",9102,"UNITED STATES","AMERICA",2
1617,"B.US.2016.9244_W0_11A9_S1.MK115145","B",9133,"UNITED STATES","AMERICA",2
1591,"B.US.2016.9244_W0_13E12_S76.MK115158","B",9143,"UNITED STATES","AMERICA",2
1912,"B.US.2016.9244_W0_17P16_S81.MK115188","B",9098,"UNITED STATES","AMERICA",2
1503,"B.US.2016.9244_W0_19E1_S31.MK115195","B",9185,"UNITED STATES","AMERICA",2
1720,"B.US.2016.9244_W0_5C15_S20.MK115232","B",9119,"UNITED STATES","AMERICA",2
1610,"B.US.2016.9246_W0_12G6_S74.MK115387","B",9136,"UNITED STATES","AMERICA",2
1532,"B.US.2016.9246_W0_1H8_S31.MK115401","B",9169,"UNITED STATES","AMERICA",2
1612,"B.US.2016.9246_W0_9O5_S60.MK115422","B",9135,"UNITED STATES","AMERICA",2
1338,"B.US.2016.9247_W0_1L10_S43.MK115486","B",9380,"UNITED STATES","AMERICA",2
1360,"B.US.2016.9247_W0_1N10_S44.MK115487","B",9363,"UNITED STATES","AMERICA",2
1235,"B.US.2016.9247_W0_1O3_S65.MK115488","B",9623,"UNITED STATES","AMERICA",2
1369,"B.US.2016.9247_W0_1P18_S46.MK115490","B",9347,"UNITED STATES","AMERICA",2
1317,"B.US.2016.9247_W0_1P6_S66.MK115491","B",9422,"UNITED STATES","AMERICA",2
1379,"B.US.2016.9247_W0_2A13_S48.MK115492","B",9330,"UNITED STATES","AMERICA",2
1280,"B.US.2016.9247_W0_2I11_S53.MK115498","B",9461,"UNITED STATES","AMERICA",2
1561,"B.US.2016.9247_W0_2I9_S52.MK115500","B",9155,"UNITED STATES","AMERICA",2
1237,"B.US.2016.9247_W0_2N3_S59.MK115503","B",9617,"UNITED STATES","AMERICA",2
1290,"B.US.2016.9247_W0_3A16_S62.MK115506","B",9441,"UNITED STATES","AMERICA",2
1367,"B.US.2016.9247_W0_3G19_S72.MK115509","B",9353,"UNITED STATES","AMERICA",2
1514,"B.US.2016.9247_W0_3G5_S71.MK115510","B",9180,"UNITED STATES","AMERICA",2
1411,"B.US.2016.9247_W0_3K23_S75.MK115513","B",9266,"UNITED STATES","AMERICA",2
1335,"B.US.2016.9247_W0_3L24_S76.MK115514","B",9382,"UNITED STATES","AMERICA",2
1269,"B.US.2016.9247_W0_4B12_S80.MK115518","B",9537,"UNITED STATES","AMERICA",2
1253,"B.US.2016.9247_W0_4H7_S82.MK115520","B",9589,"UNITED STATES","AMERICA",2
1277,"B.US.2016.9247_W0_5F1_S92.MK115527","B",9481,"UNITED STATES","AMERICA",2
1267,"B.US.2016.9247_W0_5K20_S96.MK115530","B",9544,"UNITED STATES","AMERICA",2
1333,"B.US.2016.9247_W12_4J19_S53.MK115568","B",9391,"UNITED STATES","AMERICA",2
1275,"B.US.2016.9247_W12_4M12_S55.MK115570","B",9485,"UNITED STATES","AMERICA",2
1332,"B.US.2016.9247_W12_4N17_S57.MK115571","B",9394,"UNITED STATES","AMERICA",2
1410,"B.US.2016.9247_W12_4P4_S60.MK115576","B",9266,"UNITED STATES","AMERICA",2
1274,"B.US.2016.9247_W12_5F7_S66.MK115581","B",9495,"UNITED STATES","AMERICA",2
1376,"B.US.2016.9247_W12_5J23_S76.MK115586","B",9339,"UNITED STATES","AMERICA",2
1387,"B.US.2016.9247_W12_5N1_S79.MK115590","B",9303,"UNITED STATES","AMERICA",2
1791,"B.US.2016.9252_12_2_K16.MW061400","B",9109,"UNITED STATES","AMERICA",2
1769,"B.US.2016.9252_12_6_G7.MW061580","B",9112,"UNITED STATES","AMERICA",2
1899,"B.US.2016.9252_-2_5_G19.MW061742","B",9099,"UNITED STATES","AMERICA",2
1630,"B.US.2016.9252_W0_10H17_S30.MK115696","B",9130,"UNITED STATES","AMERICA",2
1911,"B.US.2016.9252_W0_11I17_S36.MK115702","B",9098,"UNITED STATES","AMERICA",2
1853,"B.US.2016.9252_W0_16A6_S77.MK115742","B",9102,"UNITED STATES","AMERICA",2
1567,"B.US.2016.9252_W0_16I9_S79.MK115745","B",9153,"UNITED STATES","AMERICA",2
1986,"B.US.2016.9252_W12_12E5_S23.MK115788","B",9093,"UNITED STATES","AMERICA",2
1553,"B.US.2016.B207_CMV_NEG_J5.MT191160","B",9158,"UNITED STATES","AMERICA",2
1814,"B.US.2016.B207_GAG_CD69_J2.MT191176","B",9106,"UNITED STATES","AMERICA",2
1799,"B.US.2016.B207_MOGPl11_L18.MT191193","B",9108,"UNITED STATES","AMERICA",2
1385,"B.US.2016.PID12C-P13-J4.OQ950009","B",9309,"UNITED STATES","AMERICA",2
1448,"B.US.2016.PID12C-P14-O5-R.OQ950013","B",9219,"UNITED STATES","AMERICA",2
1729,"B.US.2016.PID12C-P8-F22.OQ949954","B",9117,"UNITED STATES","AMERICA",2
1611,"B.US.2016.PID12C-P9-G1.OQ950047","B",9136,"UNITED STATES","AMERICA",2
1877,"B.US.2016.PID5D-P1-J24.OQ948729","B",9101,"UNITED STATES","AMERICA",2
1803,"B.US.2016.PID6D-P4-L7.OQ952434","B",9108,"UNITED STATES","AMERICA",2
1639,"B.US.2016.PID7D-P2-P11.OQ948796","B",9129,"UNITED STATES","AMERICA",2
1329,"B.US.2016.PID9C-P12-O4.OQ953571","B",9407,"UNITED STATES","AMERICA",2
1242,"B.US.2016.PID9C-P19-D9.OQ953585","B",9611,"UNITED STATES","AMERICA",2
1596,"B.US.2016.PID9C-P21-P19.OQ948825","B",9141,"UNITED STATES","AMERICA",2
1401,"B.US.2016.PID9C-P2-H4-R.OQ953638","B",9272,"UNITED STATES","AMERICA",2
1504,"B.US.2016.PID9C-P3-C6.OQ953595","B",9185,"UNITED STATES","AMERICA",2
1858,"B.US.2016.UNC_346_PL2_P4.MW063090","B",9102,"UNITED STATES","AMERICA",2
1573,"B.US.2016.UNC_346_PL3_M14.MW063091","B",9151,"UNITED STATES","AMERICA",2
1564,"B.US.2016.VA40774.MK499378","B",9154,"UNITED STATES","AMERICA",2
1857,"B.US.2017.UNC_404_PL4_L6.MW062848","B",9102,"UNITED STATES","AMERICA",2
1524,"B.US.2018.5105_-2_PL6_D23.MW059368","B",9172,"UNITED STATES","AMERICA",2
1916,"B.US.2018.5111_-2_PL3_B9.MW062996","B",9098,"UNITED STATES","AMERICA",2
1754,"B.US.2018.5111_-2_PL3_E6.MW059480","B",9114,"UNITED STATES","AMERICA",2
1644,"B.US.2018.5111_-2_PL3_G16.MW059483","B",9128,"UNITED STATES","AMERICA",2
1822,"B.US.2018.9242_W12_3L15_S229.MN090217","B",9105,"UNITED STATES","AMERICA",2
1533,"B.US.2018.9242_W12_5J24_S294.MN090231","B",9169,"UNITED STATES","AMERICA",2
1768,"B.US.2018.9242_W-2_10D15.MN090272","B",9112,"UNITED STATES","AMERICA",2
1631,"B.US.2018.9242_W-2_11A21.MN090276","B",9130,"UNITED STATES","AMERICA",2
1435,"B.US.2018.9242_W-2_11B24.MN090277","B",9232,"UNITED STATES","AMERICA",2
1393,"B.US.2018.9242_W-2_11M22.MN090280","B",9289,"UNITED STATES","AMERICA",2
1943,"B.US.2018.9242_W-2_6J4_S144.MN090316","B",9095,"UNITED STATES","AMERICA",2
1546,"B.US.2018.9242_W-2_7C18.MN090325","B",9163,"UNITED STATES","AMERICA",2
1928,"B.US.2018.9242_W-2_7M11.MN090326","B",9097,"UNITED STATES","AMERICA",2
1883,"B.US.2018.9242_W-2_7O4.MN090329","B",9100,"UNITED STATES","AMERICA",2
1613,"B.US.2018.9242_W-2_9L15.MN090337","B",9135,"UNITED STATES","AMERICA",2
1944,"B.US.2018.9243_W12_2F15_S97.MN090340","B",9095,"UNITED STATES","AMERICA",2
1970,"B.US.2018.9243_W12_2H7_S100.MN090343","B",9094,"UNITED STATES","AMERICA",2
1788,"B.US.2018.9252_W12_2K16.MN090464","B",9109,"UNITED STATES","AMERICA",2
1844,"B.US.2018.9252_W12_3F6.MN090497","B",9103,"UNITED STATES","AMERICA",2
1767,"B.US.2018.9252_W12_6G7.MN090616","B",9112,"UNITED STATES","AMERICA",2
1696,"B.US.2018.TSC_127V1_PL1_M13.MW063073","B",9122,"UNITED STATES","AMERICA",2
1830,"B.US.2018.TSC_127V1_PL3_C2.MW062316","B",9104,"UNITED STATES","AMERICA",2
1598,"B.US.2018.TSC_128V1_PL3_L23.MW063082","B",9140,"UNITED STATES","AMERICA",2
1272,"B.US.2018.TSC_128V1_PL5_P13.MW062420","B",9523,"UNITED STATES","AMERICA",2
1807,"B.US.2018.TSC_128V1_PL5_P7.MW062422","B",9107,"UNITED STATES","AMERICA",2
1614,"B.US.2018.UNC_434_PL1_F18.MW063102","B",9135,"UNITED STATES","AMERICA",2
1816,"B.US.2018.UNC_434_PL1_G12.MW063103","B",9106,"UNITED STATES","AMERICA",2
1850,"B.US.2018.UNC_434_PL2_P2.MW063104","B",9103,"UNITED STATES","AMERICA",2
1741,"B.US.2018.UNC_434_PL3_D17.MW063105","B",9115,"UNITED STATES","AMERICA",2
1655,"B.US.2018.UNC_434_PL3_F17.MW063106","B",9126,"UNITED STATES","AMERICA",2
1575,"B.US.2018.UNC_434_PL3_G3.MW063107","B",9149,"UNITED STATES","AMERICA",2
1815,"B.US.2018.UNC_434_PL3_H18.MW063108","B",9106,"UNITED STATES","AMERICA",2
1703,"B.US.2018.UNC_434_PL3_I21.MW063109","B",9121,"UNITED STATES","AMERICA",2
1495,"B.US.2018.UNC_434_PL5_H19.MW063110","B",9191,"UNITED STATES","AMERICA",2
1755,"B.US.2019.5104-WK27-1-C22.OM209364","B",9114,"UNITED STATES","AMERICA",2
1636,"B.US.2019.5104-WK27-5-J7.OM209425","B",9129,"UNITED STATES","AMERICA",2
1793,"B.US.2019.5106-WK26-PL1-E17.OM209428","B",9109,"UNITED STATES","AMERICA",2
1770,"B.US.2019.5106-WK26-PL2-M4.OM209429","B",9112,"UNITED STATES","AMERICA",2
1801,"B.US.2019.5106-WK26-PL3-O3.OM209430","B",9108,"UNITED STATES","AMERICA",2
1667,"B.US.2019.5106-WK26-PL5-L12.OM209431","B",9124,"UNITED STATES","AMERICA",2
1530,"B.US.2019.5111-WK26-PL3-I2.OM204121","B",9170,"UNITED STATES","AMERICA",2
1554,"B.US.2019.5111-WK26-PL6-E3.OM204169","B",9158,"UNITED STATES","AMERICA",2
1506,"B.US.2019.5117-WK26-PL6-E12.OM204722","B",9184,"UNITED STATES","AMERICA",2
1715,"B.US.2019.5117-WK-2-PL8-M19.OM209497","B",9120,"UNITED STATES","AMERICA",2
1989,"B.US.2019.5118-WK26-PL10-H11.OM209498","B",9093,"UNITED STATES","AMERICA",2
1509,"B.US.2019.5118-WK26-PL6-B22.OM209500","B",9182,"UNITED STATES","AMERICA",2
1518,"B.US.2019.5118-WK26-PL9-P21.OM204978","B",9177,"UNITED STATES","AMERICA",2
1918,"B.US.2019.5118-WK-2-PL2-C12.OM209502","B",9098,"UNITED STATES","AMERICA",2
1542,"B.US.2019.5118-WK-2-PL2-O14.OM204996","B",9165,"UNITED STATES","AMERICA",2
1824,"B.US.2019.5118-WK-2-PL4-P2.OM205004","B",9105,"UNITED STATES","AMERICA",2
1862,"B.US.2019.5118-WK-2-PL6-P11.OM205013","B",9102,"UNITED STATES","AMERICA",2
1645,"B.US.2019.5122-WK-2-PL1-J21.OM209512","B",9128,"UNITED STATES","AMERICA",2
1774,"B.US.2019.5122-WK-2-PL2-L21.OM209514","B",9111,"UNITED STATES","AMERICA",2
1551,"B.US.2019.5125-WK26-PL10-A12.OM209517","B",9160,"UNITED STATES","AMERICA",2
1418,"B.US.2019.5125-WK26-PL10-O24.OM206032","B",9257,"UNITED STATES","AMERICA",2
1817,"B.US.2019.5125-WK26-PL9-K3.OM209574","B",9106,"UNITED STATES","AMERICA",2
1581,"B.US.2019.5125-WK26-PL9-P4.OM209582","B",9147,"UNITED STATES","AMERICA",2
1935,"B.US.2019.5125-WK-2-PL8-E9.OM209605","B",9096,"UNITED STATES","AMERICA",2
1526,"B.US.2019.5125-WK-2-PL8-P21.OM206080","B",9172,"UNITED STATES","AMERICA",2
1656,"B.US.2019.5125-WK-2-PL9-A3.OM209616","B",9126,"UNITED STATES","AMERICA",2
1809,"B.US.2019.5130-PRE-PL2-M21.OM209634","B",9107,"UNITED STATES","AMERICA",2
